TELEGRAM_BOT_TOKEN|api\ads\monitor-test.js,api\test\social-publish-test.js,api\webhook\telegram-callback.js,lib\telegram-content-review.js,lib\telegram.js,scripts\markets-setup.js,scripts\send-final-report.js
TELEGRAM_CHAT_ID|api\ads\monitor-test.js,api\test\social-publish-test.js,api\webhook\telegram-callback.js,lib\telegram-content-review.js,lib\telegram.js,scripts\markets-setup.js,scripts\send-final-report.js,scripts\switch-to-ic.js
TIKTOK_ACCESS_TOKEN|api\index.js,lib\tiktok-events.js
TIKTOK_ENABLED|api\cron\reconciliation.js,api\index.js,lib\tiktok-events.js,lib\verify-webhook.js
TIKTOK_PIXEL_ID|api\index.js,lib\tiktok-events.js
UPSTASH_REDIS_REST_TOKEN|lib\store.js,scripts\bootstrap.js,scripts\google-auth-local.js
UPSTASH_REDIS_REST_URL|lib\store.js,scripts\bootstrap.js,scripts\google-auth-local.js
VERCEL_ENV|api\google\oauth\health.js,lib\store.js
VERCEL_REGION|api\diagnostics.js
VERCEL_URL|api\google\oauth\health.js,lib\telegram-content-review.js
